source_row_id,vendor_id,pickup_at,dropoff_at,passenger_count,trip_distance,rate_code_id,store_and_fwd_flag,pickup_location_id,dropoff_location_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,cbd_congestion_fee
row-24211,"Creative Mobile Technologies, LLC",2025-01-08T07:17:10Z,2025-01-08T07:24:39Z,,1.5,Unknown Ratecode,,Manhattan (East Harlem South),Manhattan (East Harlem North),Flex Fare trip,7.15,0.0,0.5,0.0,0.0,1.0,8.65,,,0.0
row-24212,"Curb Mobility, LLC",2025-01-24T18:41:19Z,2025-01-24T18:57:58Z,1.0,2.63,Standard rate,N,Manhattan (Upper West Side South),Manhattan (Sutton Place/Turtle Bay North),Credit card,17.0,2.5,0.5,4.85,0.0,1.0,29.1,2.5,0.0,0.75
row-24213,"Curb Mobility, LLC",2025-01-30T18:14:45Z,2025-01-30T18:38:51Z,,0.0,Unknown Ratecode,,Manhattan (Midtown Center),Manhattan (Hudson Sq),Flex Fare trip,25.5,0.0,0.5,0.0,0.0,1.0,30.25,,,0.75
row-24214,"Curb Mobility, LLC",2025-01-18T13:17:23Z,2025-01-18T13:32:20Z,,3.87,Unknown Ratecode,,Bronx (Highbridge),Manhattan (East Harlem North),Flex Fare trip,15.92,0.0,0.5,0.0,0.0,1.0,17.42,,,0.0
row-24215,"Creative Mobile Technologies, LLC",2025-01-12T11:13:44Z,2025-01-12T11:18:19Z,,1.1,Unknown Ratecode,,Manhattan (East Harlem South),Manhattan (East Harlem North),Flex Fare trip,7.2,0.0,0.5,1.31,0.0,1.0,10.01,,,0.0
row-24216,"Curb Mobility, LLC",2025-01-16T19:43:25Z,2025-01-16T19:49:26Z,,0.0,Unknown Ratecode,,Manhattan (Penn Station/Madison Sq West),Manhattan (Greenwich Village North),Flex Fare trip,11.66,0.0,0.5,0.0,0.0,1.0,16.41,,,0.75
row-24217,"Curb Mobility, LLC",2025-01-14T10:57:18Z,2025-01-14T11:03:40Z,1.0,0.76,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Upper East Side South),Credit card,7.9,0.0,0.5,2.0,0.0,1.0,13.9,2.5,0.0,0.0
row-24218,"Curb Mobility, LLC",2025-01-16T10:49:05Z,2025-01-16T11:00:17Z,1.0,1.26,Standard rate,N,Manhattan (Kips Bay),Manhattan (Penn Station/Madison Sq West),Credit card,11.4,0.0,0.5,3.23,0.0,1.0,19.38,2.5,0.0,0.75
row-24219,"Curb Mobility, LLC",2025-01-16T17:49:08Z,2025-01-16T18:00:54Z,1.0,0.91,Standard rate,N,Manhattan (Meatpacking/West Village West),Manhattan (East Chelsea),Credit card,11.4,2.5,0.5,3.73,0.0,1.0,22.38,2.5,0.0,0.75
row-24220,"Curb Mobility, LLC",2025-01-04T13:20:52Z,2025-01-04T13:47:53Z,2.0,1.09,Standard rate,N,Manhattan (Flatiron),Manhattan (Times Sq/Theatre District),Cash,21.9,0.0,0.5,0.0,0.0,1.0,25.9,2.5,0.0,0.0
row-24221,"Curb Mobility, LLC",2025-01-30T08:47:22Z,2025-01-30T08:52:04Z,1.0,0.88,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Union Sq),Credit card,6.5,0.0,0.5,2.25,0.0,1.0,13.5,2.5,0.0,0.75
row-24222,"Curb Mobility, LLC",2025-01-30T18:51:12Z,2025-01-30T19:07:52Z,1.0,1.98,Standard rate,N,Manhattan (Union Sq),Manhattan (TriBeCa/Civic Center),Credit card,15.6,2.5,0.5,4.57,0.0,1.0,27.42,2.5,0.0,0.75
row-24223,"Creative Mobile Technologies, LLC",2025-01-28T12:51:34Z,2025-01-28T12:53:44Z,1.0,0.3,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Flatiron),Credit card,4.4,3.25,0.5,0.0,0.0,1.0,9.15,2.5,0.0,0.75
row-24224,"Curb Mobility, LLC",2025-01-15T18:45:29Z,2025-01-15T19:01:49Z,1.0,2.28,Standard rate,N,Manhattan (Midtown North),Manhattan (Yorkville West),Credit card,16.3,2.5,0.5,4.71,0.0,1.0,28.26,2.5,0.0,0.75
row-24225,"Curb Mobility, LLC",2025-01-09T23:00:07Z,2025-01-09T23:21:35Z,1.0,13.24,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Gramercy),Credit card,50.6,6.0,0.5,13.66,6.94,1.0,83.7,2.5,1.75,0.75
row-24226,"Creative Mobile Technologies, LLC",2025-01-16T19:45:15Z,2025-01-16T19:55:31Z,1.0,1.2,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Clinton West),Credit card,10.0,5.75,0.5,0.0,0.0,1.0,17.25,2.5,0.0,0.75
row-24227,"Curb Mobility, LLC",2025-01-24T19:59:44Z,2025-01-24T20:10:53Z,2.0,1.88,Standard rate,N,Manhattan (East Village),Manhattan (Two Bridges/Seward Park),Credit card,12.1,1.0,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75
row-24228,"Curb Mobility, LLC",2025-01-04T12:53:49Z,2025-01-04T13:07:47Z,2.0,2.66,Standard rate,N,Manhattan (Garment District),Manhattan (TriBeCa/Civic Center),Credit card,14.9,0.0,0.5,4.72,0.0,1.0,23.62,2.5,0.0,0.0
row-24229,"Curb Mobility, LLC",2025-01-20T20:11:55Z,2025-01-20T20:23:40Z,1.0,2.74,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Clinton East),Credit card,14.9,1.0,0.5,1.0,0.0,1.0,21.65,2.5,0.0,0.75
row-24230,"Creative Mobile Technologies, LLC",2025-01-30T11:54:40Z,2025-01-30T12:00:48Z,1.0,1.3,Standard rate,N,Manhattan (Battery Park City),Manhattan (TriBeCa/Civic Center),Credit card,8.6,3.25,0.5,0.0,0.0,1.0,13.35,2.5,0.0,0.75
row-24231,"Curb Mobility, LLC",2025-01-06T18:23:22Z,2025-01-06T18:37:14Z,1.0,2.5,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Yorkville East),Credit card,14.9,2.5,0.5,4.43,0.0,1.0,26.58,2.5,0.0,0.75
row-24232,"Curb Mobility, LLC",2025-01-21T18:05:14Z,2025-01-21T18:42:27Z,1.0,15.47,Standard rate,N,Queens (LaGuardia Airport),Queens (Bay Terrace/Fort Totten),Cash,-61.8,-7.5,-0.5,0.0,0.0,-1.0,-72.55,0.0,-1.75,0.0
row-24233,"Curb Mobility, LLC",2025-01-15T20:06:19Z,2025-01-15T20:12:52Z,1.0,1.18,Standard rate,N,Manhattan (Union Sq),Manhattan (Greenwich Village South),Credit card,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
row-24234,"Curb Mobility, LLC",2025-01-23T21:14:27Z,2025-01-23T21:25:59Z,1.0,1.94,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Upper East Side South),Credit card,12.8,1.0,0.5,2.0,0.0,1.0,19.8,2.5,0.0,0.0
row-24235,"Curb Mobility, LLC",2025-01-24T18:42:03Z,2025-01-24T18:59:57Z,1.0,2.37,Standard rate,N,Manhattan (Midtown North),Manhattan (Union Sq),Credit card,17.0,2.5,0.5,4.85,0.0,1.0,29.1,2.5,0.0,0.75
row-24236,"Curb Mobility, LLC",2025-01-03T21:23:53Z,2025-01-03T21:34:18Z,2.0,1.82,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Lenox Hill West),Credit card,12.1,1.0,0.5,2.56,0.0,1.0,19.66,2.5,0.0,0.0
row-24237,"Curb Mobility, LLC",2025-01-07T01:08:55Z,2025-01-07T01:13:35Z,1.0,1.19,Standard rate,N,Manhattan (Union Sq),Manhattan (Greenwich Village South),Credit card,7.9,1.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75
row-24238,"Curb Mobility, LLC",2025-01-14T18:53:33Z,2025-01-14T19:00:44Z,1.0,1.04,Standard rate,N,Manhattan (Kips Bay),Manhattan (Murray Hill),Credit card,8.6,2.5,0.5,3.17,0.0,1.0,19.02,2.5,0.0,0.75
row-24239,"Curb Mobility, LLC",2025-01-21T18:18:57Z,2025-01-21T18:33:36Z,1.0,0.92,Standard rate,N,Manhattan (Midtown Center),Manhattan (Times Sq/Theatre District),Cash,13.5,2.5,0.5,0.0,0.0,1.0,20.75,2.5,0.0,0.75
row-24240,"Curb Mobility, LLC",2025-01-08T16:40:47Z,2025-01-08T16:45:31Z,1.0,0.38,Standard rate,N,Manhattan (Murray Hill),Manhattan (Midtown Center),Credit card,5.8,2.5,0.5,2.61,0.0,1.0,15.66,2.5,0.0,0.75
row-24241,"Curb Mobility, LLC",2025-01-10T15:08:48Z,2025-01-10T15:25:36Z,1.0,2.56,Standard rate,N,Manhattan (Midtown North),Manhattan (Upper West Side North),Credit card,17.0,0.0,0.5,4.35,0.0,1.0,26.1,2.5,0.0,0.75
row-24242,"Curb Mobility, LLC",2025-01-02T13:44:19Z,2025-01-02T14:13:37Z,1.0,10.93,Standard rate,N,Manhattan (Midtown East),Queens (LaGuardia Airport),Credit card,47.1,5.0,0.5,12.61,6.94,1.0,75.65,2.5,0.0,0.0
row-24243,Unknown Vendor,2025-01-24T15:48:38Z,2025-01-24T16:10:09Z,1.0,3.0,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Battery Park City),Credit card,20.5,0.0,0.5,2.0,0.0,1.0,27.25,2.5,0.0,0.75
row-24244,"Curb Mobility, LLC",2025-01-15T20:37:03Z,2025-01-15T20:48:46Z,1.0,2.38,Standard rate,N,Manhattan (Meatpacking/West Village West),Manhattan (Clinton East),Credit card,14.2,1.0,0.5,3.99,0.0,1.0,23.94,2.5,0.0,0.75
row-24245,"Curb Mobility, LLC",2025-01-07T19:42:03Z,2025-01-07T19:49:56Z,1.0,1.21,Standard rate,N,Manhattan (Central Park),Manhattan (Sutton Place/Turtle Bay North),Credit card,9.3,2.5,0.5,3.31,0.0,1.0,19.86,2.5,0.0,0.75
row-24246,"Curb Mobility, LLC",2025-01-13T07:23:05Z,2025-01-13T07:28:27Z,1.0,0.63,Standard rate,N,Manhattan (Garment District),Manhattan (West Chelsea/Hudson Yards),Credit card,6.5,0.0,0.5,2.25,0.0,1.0,13.5,2.5,0.0,0.75
row-24247,"Curb Mobility, LLC",2025-01-16T16:11:03Z,2025-01-16T16:42:58Z,1.0,9.98,Standard rate,N,Queens (Astoria),Bronx (Bronxdale),Cash,42.9,2.5,0.5,0.0,6.94,1.0,53.84,0.0,0.0,0.0
row-24248,"Curb Mobility, LLC",2025-01-15T17:13:38Z,2025-01-15T17:28:06Z,2.0,1.59,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (West Chelsea/Hudson Yards),Credit card,14.2,2.5,0.5,0.0,0.0,1.0,21.45,2.5,0.0,0.75
row-24249,"Creative Mobile Technologies, LLC",2025-01-27T19:05:47Z,2025-01-27T19:10:58Z,,0.9,Unknown Ratecode,,Queens (Queensbridge/Ravenswood),Queens (Queensbridge/Ravenswood),Flex Fare trip,11.36,0.0,0.5,0.0,0.0,1.0,12.86,,,0.0
row-24250,"Creative Mobile Technologies, LLC",2025-01-08T19:39:02Z,2025-01-08T19:44:17Z,1.0,1.0,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Lenox Hill East),Cash,7.2,5.0,0.5,0.0,0.0,1.0,13.7,2.5,0.0,0.0
row-24251,"Creative Mobile Technologies, LLC",2025-01-24T17:00:34Z,2025-01-24T17:07:23Z,1.0,0.8,Standard rate,N,Manhattan (Yorkville West),Manhattan (Yorkville East),Credit card,7.9,5.0,0.5,2.0,0.0,1.0,16.4,2.5,0.0,0.0
row-24252,"Curb Mobility, LLC",2025-01-05T09:27:41Z,2025-01-05T09:32:54Z,1.0,1.89,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Clinton East),Credit card,10.0,0.0,0.5,1.0,0.0,1.0,15.75,2.5,0.0,0.75
row-24253,"Curb Mobility, LLC",2025-01-22T14:04:30Z,2025-01-22T14:13:09Z,1.0,0.89,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Upper East Side North),Credit card,9.3,0.0,0.5,1.3,0.0,1.0,14.6,2.5,0.0,0.0
row-24254,"Curb Mobility, LLC",2025-01-07T11:39:34Z,2025-01-07T11:53:50Z,1.0,1.5,Standard rate,N,Manhattan (Midtown Center),Manhattan (Union Sq),Credit card,14.2,0.0,0.5,3.64,0.0,1.0,22.59,2.5,0.0,0.75
row-24255,"Curb Mobility, LLC",2025-01-25T16:47:03Z,2025-01-25T17:24:38Z,,4.88,Unknown Ratecode,,Brooklyn (Greenpoint),Manhattan (Times Sq/Theatre District),Flex Fare trip,27.86,0.0,0.5,0.0,6.94,1.0,39.55,,,0.75
row-24256,"Curb Mobility, LLC",2025-01-16T21:27:35Z,2025-01-16T22:00:19Z,1.0,10.62,Standard rate,N,Manhattan (Greenwich Village North),Manhattan (Hamilton Heights),Credit card,46.4,1.0,0.5,5.0,0.0,1.0,57.15,2.5,0.0,0.75
row-24257,"Curb Mobility, LLC",2025-01-03T16:47:14Z,2025-01-03T16:58:59Z,1.0,1.61,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Yorkville West),Credit card,12.8,2.5,0.5,3.86,0.0,1.0,23.16,2.5,0.0,0.0
row-24258,"Creative Mobile Technologies, LLC",2025-01-13T13:12:51Z,2025-01-13T13:13:49Z,1.0,0.0,Standard rate,N,Queens (Queensbridge/Ravenswood),Queens (Queensbridge/Ravenswood),Cash,3.0,0.0,0.5,0.0,0.0,1.0,4.5,0.0,0.0,0.0
row-24259,"Curb Mobility, LLC",2025-01-30T12:27:53Z,2025-01-30T12:46:45Z,2.0,7.91,Newark,N,Queens (LaGuardia Airport),Manhattan (Gramercy),Credit card,52.4,5.0,0.0,13.22,6.94,1.0,81.06,0.0,1.75,0.75
row-24260,"Curb Mobility, LLC",2025-01-14T06:44:38Z,2025-01-14T06:49:40Z,1.0,1.67,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Midtown East),Credit card,9.3,0.0,0.5,2.81,0.0,1.0,16.86,2.5,0.0,0.75
row-24261,"Curb Mobility, LLC",2025-01-29T06:41:38Z,2025-01-29T06:48:30Z,1.0,1.16,Standard rate,N,Manhattan (Clinton East),Manhattan (Clinton East),Cash,8.6,0.0,0.5,0.0,0.0,1.0,13.35,2.5,0.0,0.75
row-24262,"Creative Mobile Technologies, LLC",2025-01-28T11:25:10Z,2025-01-28T11:32:57Z,1.0,0.9,Standard rate,N,Manhattan (West Village),Manhattan (Union Sq),Credit card,7.9,3.25,0.5,1.89,0.0,1.0,14.54,2.5,0.0,0.75
row-24263,"Curb Mobility, LLC",2025-01-05T04:07:58Z,2025-01-05T04:14:01Z,2.0,1.55,Standard rate,N,Manhattan (East Chelsea),Manhattan (Times Sq/Theatre District),Credit card,9.3,1.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75
row-24264,"Creative Mobile Technologies, LLC",2025-01-13T13:48:58Z,2025-01-13T14:11:14Z,1.0,3.3,Standard rate,N,Manhattan (Clinton West),Manhattan (Greenwich Village North),Credit card,19.8,3.25,0.5,4.9,0.0,1.0,29.45,2.5,0.0,0.75
row-24265,"Curb Mobility, LLC",2025-01-09T17:43:44Z,2025-01-09T17:53:45Z,1.0,0.97,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Murray Hill),Credit card,10.0,2.5,0.5,3.45,0.0,1.0,20.7,2.5,0.0,0.75
row-24266,"Curb Mobility, LLC",2025-01-20T18:10:51Z,2025-01-20T18:24:56Z,,1.69,Unknown Ratecode,,Manhattan (Midtown North),Manhattan (Kips Bay),Flex Fare trip,11.83,0.0,0.5,0.0,0.0,1.0,16.58,,,0.75
row-24267,"Curb Mobility, LLC",2025-01-26T10:55:52Z,2025-01-26T11:04:47Z,2.0,1.2,Standard rate,N,Manhattan (Midtown Center),Manhattan (Penn Station/Madison Sq West),Credit card,9.3,0.0,0.5,2.81,0.0,1.0,16.86,2.5,0.0,0.75
row-24268,"Creative Mobile Technologies, LLC",2025-01-16T18:04:11Z,2025-01-16T18:13:46Z,1.0,1.3,Standard rate,N,Manhattan (Greenwich Village North),Manhattan (East Chelsea),Credit card,9.3,5.75,0.5,3.3,0.0,1.0,19.85,2.5,0.0,0.75
row-24269,"Curb Mobility, LLC",2025-01-29T21:34:05Z,2025-01-29T21:36:51Z,1.0,0.43,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Upper East Side North),Credit card,5.1,1.0,0.5,2.02,0.0,1.0,12.12,2.5,0.0,0.0
row-24270,"Creative Mobile Technologies, LLC",2025-01-01T01:28:46Z,2025-01-01T01:31:05Z,1.0,0.4,Standard rate,N,Manhattan (Murray Hill),Manhattan (Midtown East),Dispute,4.4,3.5,0.5,0.0,0.0,1.0,9.4,2.5,0.0,0.0
row-24271,"Curb Mobility, LLC",2025-01-30T18:37:38Z,2025-01-30T18:51:28Z,1.0,1.53,Standard rate,N,Manhattan (Midtown Center),Manhattan (East Chelsea),Credit card,13.5,2.5,0.5,0.02,0.0,1.0,20.77,2.5,0.0,0.75
row-24272,"Curb Mobility, LLC",2025-01-26T13:47:44Z,2025-01-26T13:53:53Z,1.0,0.97,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Midtown North),Credit card,7.9,0.0,0.5,2.53,0.0,1.0,15.18,2.5,0.0,0.75
row-24273,"Curb Mobility, LLC",2025-01-19T00:56:51Z,2025-01-19T01:10:36Z,,4.49,Unknown Ratecode,,Manhattan (Midtown North),Manhattan (Alphabet City),Flex Fare trip,18.87,0.0,0.5,0.0,0.0,1.0,23.62,,,0.75
row-24274,"Curb Mobility, LLC",2025-01-15T18:45:20Z,2025-01-15T19:01:02Z,1.0,2.48,Standard rate,N,Manhattan (UN/Turtle Bay South),Manhattan (Upper East Side North),Credit card,16.3,2.5,0.5,2.36,0.0,1.0,25.91,2.5,0.0,0.75
row-24275,"Curb Mobility, LLC",2025-01-15T09:42:21Z,2025-01-15T09:49:17Z,1.0,0.78,Standard rate,N,Manhattan (Greenwich Village North),Manhattan (Flatiron),Credit card,7.9,0.0,0.5,1.26,0.0,1.0,13.91,2.5,0.0,0.75
row-24276,"Creative Mobile Technologies, LLC",2025-01-05T08:29:12Z,2025-01-05T08:55:41Z,1.0,14.0,Null/Unknown,N,Bronx (Mount Hope),Queens (South Jamaica),Credit card,44.5,0.0,0.5,0.0,6.94,1.0,52.94,0.0,0.0,0.0
row-24277,"Curb Mobility, LLC",2025-01-26T17:58:26Z,2025-01-26T18:13:07Z,2.0,1.12,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Times Sq/Theatre District),Cash,13.5,0.0,0.5,0.0,0.0,1.0,18.25,2.5,0.0,0.75
row-24278,"Curb Mobility, LLC",2025-01-08T09:42:37Z,2025-01-08T09:58:44Z,1.0,7.43,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Central Harlem),Cash,30.3,5.0,0.5,0.0,6.94,1.0,45.49,0.0,1.75,0.0
row-24279,"Curb Mobility, LLC",2025-01-16T21:30:11Z,2025-01-16T21:41:00Z,1.0,1.47,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Kips Bay),Credit card,11.4,1.0,0.5,1.0,0.0,1.0,18.15,2.5,0.0,0.75
row-24280,"Creative Mobile Technologies, LLC",2025-01-22T08:21:57Z,2025-01-22T08:27:44Z,1.0,0.5,Standard rate,N,Manhattan (Gramercy),Manhattan (Greenwich Village North),Cash,4.4,3.25,0.5,0.0,0.0,1.0,9.15,2.5,0.0,0.75
row-24281,"Creative Mobile Technologies, LLC",2025-01-29T22:08:07Z,2025-01-29T22:16:34Z,,1.4,Unknown Ratecode,,Manhattan (Penn Station/Madison Sq West),Manhattan (Meatpacking/West Village West),Flex Fare trip,8.69,0.0,0.5,0.0,0.0,1.0,13.44,,,0.75
row-24282,"Creative Mobile Technologies, LLC",2025-01-24T09:00:08Z,2025-01-24T09:49:03Z,1.0,14.6,Null/Unknown,N,Manhattan (Kips Bay),Brooklyn (East New York),Credit card,48.5,0.0,0.5,0.0,6.94,0.0,55.94,0.0,0.0,0.0
row-24283,"Curb Mobility, LLC",2025-01-27T10:20:07Z,2025-01-27T10:31:19Z,1.0,0.91,Standard rate,N,Manhattan (Murray Hill),Manhattan (Penn Station/Madison Sq West),Credit card,10.7,0.0,0.5,2.32,0.0,1.0,17.77,2.5,0.0,0.75
row-24284,"Curb Mobility, LLC",2025-01-19T23:02:19Z,2025-01-19T23:09:03Z,,1.09,Unknown Ratecode,,Manhattan (East Chelsea),Manhattan (Murray Hill),Flex Fare trip,13.33,0.0,0.5,0.0,0.0,1.0,18.08,,,0.75
row-24285,"Curb Mobility, LLC",2025-01-09T15:54:43Z,2025-01-09T16:04:35Z,1.0,1.16,Standard rate,N,Manhattan (Central Park),Manhattan (Lincoln Square East),Cash,10.7,2.5,0.5,0.0,0.0,1.0,17.2,2.5,0.0,0.0
row-24286,"Curb Mobility, LLC",2025-01-27T20:48:00Z,2025-01-27T21:11:00Z,,4.22,Unknown Ratecode,,Manhattan (Midtown Center),Manhattan (World Trade Center),Flex Fare trip,22.85,0.0,0.5,0.0,0.0,1.0,27.6,,,0.75
row-24287,"Curb Mobility, LLC",2025-01-26T14:14:39Z,2025-01-26T14:33:40Z,1.0,2.93,Standard rate,N,Manhattan (Union Sq),Manhattan (Upper West Side South),Credit card,19.1,0.0,0.5,2.0,0.0,1.0,25.85,2.5,0.0,0.75
row-24288,"Curb Mobility, LLC",2025-01-23T21:41:38Z,2025-01-23T21:54:52Z,1.0,3.81,Standard rate,N,Manhattan (Clinton East),Manhattan (Upper West Side North),Credit card,19.8,1.0,0.5,2.56,0.0,1.0,28.11,2.5,0.0,0.75
row-24289,"Curb Mobility, LLC",2025-01-15T20:29:06Z,2025-01-15T20:34:15Z,1.0,1.0,Standard rate,N,Manhattan (Kips Bay),Manhattan (Stuy Town/Peter Cooper Village),Credit card,7.2,1.0,0.5,2.59,0.0,1.0,15.54,2.5,0.0,0.75
row-24290,"Curb Mobility, LLC",2025-01-30T04:53:32Z,2025-01-30T05:04:26Z,,1.46,Unknown Ratecode,,Brooklyn (Prospect-Lefferts Gardens),Brooklyn (Flatbush/Ditmas Park),Flex Fare trip,6.53,0.0,0.5,0.0,0.0,1.0,8.03,,,0.0
row-24291,"Curb Mobility, LLC",2025-01-26T16:01:43Z,2025-01-26T16:16:19Z,6.0,2.4,Standard rate,N,Manhattan (Lincoln Square West),Manhattan (Morningside Heights),Credit card,15.6,0.0,0.5,2.0,0.0,1.0,21.6,2.5,0.0,0.0
row-24292,"Curb Mobility, LLC",2025-01-30T17:07:27Z,2025-01-30T17:34:57Z,,0.01,Unknown Ratecode,,Manhattan (Lincoln Square West),Manhattan (Financial District North),Flex Fare trip,31.55,0.0,0.5,0.0,0.0,1.0,36.3,,,0.75
row-24293,"Curb Mobility, LLC",2025-01-22T13:37:53Z,2025-01-22T14:06:46Z,3.0,3.08,Standard rate,N,Manhattan (Midtown Center),Manhattan (Lower East Side),Credit card,25.4,0.0,0.5,5.88,0.0,1.0,35.28,2.5,0.0,0.0
row-24294,"Curb Mobility, LLC",2025-01-12T23:32:25Z,2025-01-12T23:37:11Z,2.0,1.94,Standard rate,N,Manhattan (Lower East Side),Brooklyn (Williamsburg (South Side)),Credit card,10.0,1.0,0.5,3.0,0.0,1.0,18.75,2.5,0.0,0.75
row-24295,"Curb Mobility, LLC",2025-01-23T19:50:52Z,2025-01-23T19:58:34Z,2.0,1.01,Standard rate,N,Manhattan (East Village),Manhattan (Murray Hill),Credit card,9.3,2.5,0.5,3.31,0.0,1.0,19.86,2.5,0.0,0.75
row-24296,Unknown Vendor,2025-01-18T21:41:50Z,2025-01-18T22:03:38Z,,4.05,Unknown Ratecode,,Brooklyn (Flatlands),Brooklyn (Crown Heights North),Flex Fare trip,20.58,0.0,0.5,0.0,0.0,1.0,22.08,,,0.0
row-24297,"Curb Mobility, LLC",2025-01-03T15:02:23Z,2025-01-03T15:08:24Z,1.0,0.74,Standard rate,N,Manhattan (Union Sq),Manhattan (Midtown South),Cash,7.2,0.0,0.5,0.0,0.0,1.0,11.2,2.5,0.0,0.0
row-24298,"Curb Mobility, LLC",2025-01-09T13:22:28Z,2025-01-09T13:29:05Z,1.0,1.12,Standard rate,N,Manhattan (Central Park),Manhattan (Lenox Hill West),Credit card,8.6,0.0,0.5,3.15,0.0,1.0,15.75,2.5,0.0,0.0
row-24299,"Curb Mobility, LLC",2025-01-28T09:24:31Z,2025-01-28T10:06:27Z,1.0,7.7,Standard rate,N,Manhattan (Lincoln Square East),Brooklyn (Brooklyn Heights),Credit card,43.6,0.0,0.5,11.65,0.0,1.0,60.0,2.5,0.0,0.75
row-24300,"Creative Mobile Technologies, LLC",2025-01-21T10:46:22Z,2025-01-21T10:51:51Z,1.0,1.3,Standard rate,N,Manhattan (Upper West Side South),Manhattan (Bloomingdale),Credit card,7.9,2.5,0.5,1.5,0.0,1.0,13.4,2.5,0.0,0.0
row-24301,"Curb Mobility, LLC",2025-01-19T21:33:01Z,2025-01-19T21:42:19Z,,1.9,Unknown Ratecode,,Manhattan (Little Italy/NoLiTa),Manhattan (Financial District South),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,5.67,,,0.75
row-24302,"Curb Mobility, LLC",2025-01-04T21:41:12Z,2025-01-04T22:01:19Z,1.0,7.59,Standard rate,N,Manhattan (Little Italy/NoLiTa),Manhattan (Yorkville East),Credit card,32.4,1.0,0.5,9.35,0.0,1.0,46.75,2.5,0.0,0.0
row-24303,"Curb Mobility, LLC",2025-01-07T17:40:22Z,2025-01-07T17:49:27Z,1.0,0.83,Standard rate,N,Manhattan (East Chelsea),Manhattan (Murray Hill),Credit card,9.3,2.5,0.5,3.31,0.0,1.0,19.86,2.5,0.0,0.75
row-24304,"Curb Mobility, LLC",2025-01-01T20:06:28Z,2025-01-01T20:36:07Z,2.0,5.29,Standard rate,N,Manhattan (East Chelsea),Queens (Sunnyside),Credit card,31.0,1.0,0.5,7.2,0.0,1.0,43.2,2.5,0.0,0.0
row-24305,"Curb Mobility, LLC",2025-01-19T14:18:34Z,2025-01-19T14:22:49Z,1.0,0.48,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Yorkville West),Credit card,5.8,0.0,0.5,1.96,0.0,1.0,11.76,2.5,0.0,0.0
row-24306,"Curb Mobility, LLC",2025-01-28T19:55:43Z,2025-01-28T20:00:42Z,1.0,0.62,Standard rate,N,Manhattan (Murray Hill),Manhattan (Union Sq),Credit card,7.2,2.5,0.5,2.89,0.0,1.0,17.34,2.5,0.0,0.75
row-24307,"Curb Mobility, LLC",2025-01-16T13:08:01Z,2025-01-16T13:47:33Z,1.0,3.23,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Lenox Hill East),Credit card,31.7,0.0,0.5,10.94,0.0,1.0,47.39,2.5,0.0,0.75
row-24308,"Curb Mobility, LLC",2025-01-12T13:01:06Z,2025-01-12T13:07:56Z,1.0,0.0,Standard rate,N,Manhattan (Times Sq/Theatre District),Manhattan (West Chelsea/Hudson Yards),Credit card,7.2,0.0,0.5,2.39,0.0,1.0,14.34,2.5,0.0,0.75
row-24309,"Creative Mobile Technologies, LLC",2025-01-30T22:16:20Z,2025-01-30T22:19:21Z,1.0,0.6,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Flatiron),Credit card,5.1,4.25,0.5,2.15,0.0,1.0,13.0,2.5,0.0,0.75
row-24310,"Creative Mobile Technologies, LLC",2025-01-17T19:46:33Z,2025-01-17T19:58:35Z,,1.5,Unknown Ratecode,,Manhattan (Clinton East),Manhattan (Midtown South),Flex Fare trip,13.14,0.0,0.5,0.0,0.0,1.0,17.89,,,0.75
