payment_id,trip_id,customer_id,amount,currency,payment_method,payment_status,paid_at,transaction_ref,created_at
PAY000044954,8a23f8a4-37cf-405a-84e4-d75c4a835243,CUS0002970,0.0,USD,WALLET,CANCELLED,,TXN-000000044954,2018-11-29 11:59:05
PAY000044955,d8b53385-9ed1-47ba-8729-d37c706c3b62,CUS0002972,16.5,USD,CARD,PAID,2018-11-26 17:57:10,TXN-000000044955,2018-11-26 17:28:10
PAY000044956,2b14bafc-9f0a-4c9c-b427-3d66eaf4c52b,CUS0006548,9.5,USD,CARD,PAID,2018-12-14 20:09:07,TXN-000000044956,2018-12-14 19:33:07
PAY000044957,657afeac-9562-4c93-b5f2-8e335ab48622,CUS0003109,22.5,USD,CASH,PAID,2018-12-13 05:13:01,TXN-000000044957,2018-12-13 04:29:01
PAY000044958,82b89b07-87de-4989-834f-c748c8057bbe,CUS0002546,19.5,USD,CARD,PAID,2018-12-16 02:22:05,TXN-000000044958,2018-12-16 01:38:05
PAY000044959,26cc545e-d45d-4f66-8800-95e1de357399,CUS0004410,,USD,CASH,PENDING,,TXN-000000044959,2018-11-27 12:01:23
PAY000044960,2289c1e6-6ac1-4e3e-98c6-333a07f142e7,CUS0005411,9.5,USD,CASH,PAID,2018-12-17 03:46:10,TXN-000000044960,2018-12-17 03:47:10
PAY000044961,ffab6d68-a5f6-4065-85f3-069e777c6b41,CUS0006833,13.5,USD,CARD,PAID,2018-11-28 17:04:07,TXN-000000044961,2018-11-28 16:31:07
PAY000044962,b295e843-3130-479f-90f0-4db1b122bb25,CUS0002111,19.5,USD,CARD,PAID,2018-11-28 02:40:22,TXN-000000044962,2018-11-28 00:57:22
PAY000044963,71d645c3-f789-4c8a-82d1-d9c302a2192a,CUS0002843,0.0,USD,CARD,CANCELLED,,TXN-000000044963,2018-12-17 16:20:11
PAY000044964,77ddadf4-c0b2-40b0-ab07-f03c42196add,CUS0008882,19.5,USD,CARD,PAID,2018-11-29 05:01:07,TXN-000000044964,2018-11-29 03:23:07
PAY000044965,3b333550-05cc-4f75-ba79-de845a0bcabb,CUS0007447,16.5,USD,WALLET,PAID,2018-12-02 14:13:56,TXN-000000044965,2018-12-02 12:50:56
PAY000044966,6e89f003-4f02-4987-87a7-ea65a74b9074,CUS0007445,10.5,USD,CARD,PAID,2018-12-02 13:07:00,TXN-000000044966,2018-12-02 11:21:00
PAY000044967,a7ffb755-99f5-4984-8f07-49a7f65dc6a5,CUS0003083,9.0,USD,CASH,PAID,2018-11-30 06:19:02,TXN-000000044967,2018-11-30 05:35:02
PAY000044968,7b7055f6-fdb1-4c05-9581-bca25c9ae90b,CUS0008688,16.0,USD,CASH,PAID,2018-11-29 20:03:02,TXN-000000044968,2018-11-29 18:55:02
PAY000044969,4fed38d1-4366-447f-aafa-f2408a425843,CUS0004017,42.5,USD,CASH,PAID,2018-12-15 23:32:11,TXN-000000044969,2018-12-15 22:32:11
PAY000044970,572e8406-4197-4f42-b8d4-1a2c6ca1cb0c,CUS0004914,19.0,USD,CARD,PAID,2018-12-01 08:26:02,TXN-000000044970,2018-12-01 07:29:02
PAY000044971,1de62861-e755-4a5c-9527-c09f4f460aa8,CUS0005580,19.5,USD,CARD,PAID,2018-12-17 17:11:04,TXN-000000044971,2018-12-17 16:56:04
PAY000044972,9b567904-d436-4a82-b973-7a3267de359f,CUS0008377,20.5,USD,CARD,PAID,2018-12-18 20:17:05,TXN-000000044972,2018-12-18 19:03:05
PAY000044973,242c438e-b8c5-405b-a97e-376f08228e8f,CUS0006808,7.0,USD,CARD,PAID,2018-12-18 14:12:11,TXN-000000044973,2018-12-18 14:08:11
PAY000044974,11ecfec3-74dd-404e-a657-1fd9bd2bb8cd,CUS0005609,42.5,USD,CARD,PAID,2018-12-03 17:58:02,TXN-000000044974,2018-12-03 17:41:02
PAY000044975,3746a6b6-d6d7-4b60-b4da-315f491d0079,CUS0001644,0.0,USD,WALLET,CANCELLED,,TXN-000000044975,2018-12-01 02:12:05
PAY000044976,74180228-9f29-4ed3-95ca-c1f5ac081131,CUS0001564,13.5,USD,CASH,PAID,2018-12-03 20:47:04,TXN-000000044976,2018-12-03 19:02:04
PAY000044977,862fe655-eb78-41f8-a26e-34f431287b37,CUS0005954,,USD,WALLET,PENDING,,TXN-000000044977,2018-11-28 15:12:23
PAY000044978,73b3fbfb-0d55-450b-9d25-3338af762f9a,CUS0006332,25.0,USD,CARD,PAID,2018-11-27 08:13:21,TXN-000000044978,2018-11-27 08:14:21
PAY000044979,6cbcc952-40b1-4407-a033-8ade546c97c0,CUS0001458,8.0,USD,BANK_TRANSFER,PAID,2018-12-15 17:23:05,TXN-000000044979,2018-12-15 15:31:05
PAY000044980,9027353e-de89-440c-a9c6-92c604b89eda,CUS0007327,17.0,USD,CASH,PAID,2018-12-02 21:03:00,TXN-000000044980,2018-12-02 20:21:00
PAY000044981,42eb64d4-fdab-4769-a9f1-cbae077e1bf6,CUS0005498,12.5,USD,CARD,PAID,2018-12-01 06:26:04,TXN-000000044981,2018-12-01 06:22:04
PAY000044982,5dd29029-a6da-4b1a-9543-6e19517e8645,CUS0004754,13.5,USD,CARD,PAID,2018-12-17 03:12:08,TXN-000000044982,2018-12-17 01:57:08
PAY000044983,691b7476-a7aa-46db-8ed3-d9f4e75b8104,CUS0005784,0.0,USD,BANK_TRANSFER,CANCELLED,,TXN-000000044983,2018-12-13 03:39:11
PAY000044984,7963d785-43e8-4055-a2a2-684f0f47802c,CUS0004242,30.0,USD,WALLET,PAID,2018-12-02 13:23:05,TXN-000000044984,2018-12-02 13:19:05
PAY000044985,d8b70ae2-71c4-460a-b68d-db2e5bd88207,CUS0002543,21.5,USD,CARD,PAID,2018-12-15 22:18:07,TXN-000000044985,2018-12-15 22:06:07
PAY000044986,93970e7d-55c3-4d32-8de4-64ad517f7bf3,CUS0002955,26.0,USD,WALLET,PAID,2018-11-29 19:24:05,TXN-000000044986,2018-11-29 19:00:05
PAY000044987,3cf63a44-5046-4667-8a3e-7894bb3e9ef4,CUS0004334,16.0,USD,CARD,PAID,2018-12-14 04:35:04,TXN-000000044987,2018-12-14 04:28:04
PAY000044988,1b71bd1b-4dfb-4a50-ab65-87485f5e4416,CUS0001084,15.0,USD,CARD,PAID,2018-12-18 16:10:06,TXN-000000044988,2018-12-18 15:32:06
PAY000044989,6f7543e5-0239-4fd4-a81b-7214f9a97441,CUS0003410,7.0,USD,WALLET,PAID,2018-12-13 09:42:10,TXN-000000044989,2018-12-13 08:00:10
PAY000044990,cc9975e2-6368-4c64-9597-4efdaee214e9,CUS0001636,30.0,USD,CARD,PAID,2018-12-18 16:21:11,TXN-000000044990,2018-12-18 15:55:11
PAY000044991,2a02718f-12c1-4d4a-904e-372368efc798,CUS0003562,9.5,USD,WALLET,PAID,2018-11-28 12:23:25,TXN-000000044991,2018-11-28 10:28:25
PAY000044992,2f669067-18cb-4bee-8dde-708e59b2fada,CUS0002244,9.0,USD,CARD,PAID,2018-11-29 07:32:03,TXN-000000044992,2018-11-29 06:15:03
PAY000044993,bd54cc2b-2ebb-4d97-bd3f-9d77c4511e41,CUS0003128,0.0,USD,CASH,CANCELLED,,TXN-000000044993,2018-11-29 02:25:07
PAY000044994,d007bfdf-b4db-41ef-ad0b-0b872094f1c7,CUS0007412,5.0,USD,WALLET,PAID,2018-11-28 16:55:27,TXN-000000044994,2018-11-28 16:19:27
PAY000044995,81fa296e-524e-437f-9908-e0cb4f3ed2db,CUS0000096,21.5,USD,CARD,PAID,2018-12-03 06:06:00,TXN-000000044995,2018-12-03 06:01:00
PAY000044996,8ce09fce-9306-4843-8687-1b0b295d8056,CUS0002645,38.5,USD,CARD,PAID,2018-12-03 20:30:56,TXN-000000044996,2018-12-03 19:28:56
PAY000044997,1f369df3-497f-4af6-ae89-dbc860dca240,CUS0001369,17.5,USD,BANK_TRANSFER,PAID,2018-11-28 11:35:23,TXN-000000044997,2018-11-28 11:11:23
PAY000044998,d2ad01db-f079-4b5e-8dfe-9fb69b1770b5,CUS0003664,28.0,USD,WALLET,PAID,2018-11-27 04:49:22,TXN-000000044998,2018-11-27 03:32:22
PAY000044999,c4987219-16ee-4acc-90f3-1c2e635d09a1,CUS0008373,15.0,USD,CARD,PAID,2018-12-01 08:34:57,TXN-000000044999,2018-12-01 07:36:57
PAY000045000,b5306e95-f560-4c4c-bba0-59f44dbd7ea8,CUS0003168,,USD,CARD,PENDING,,TXN-000000045000,2018-12-02 23:01:04
PAY000045001,07233926-4954-449e-92cf-61065cc9f620,CUS0007299,27.5,USD,CARD,PAID,2018-11-27 15:04:22,TXN-000000045001,2018-11-27 13:47:22
PAY000045002,bb9f9997-6cb9-49b6-9d9d-9cfbf16b0d9f,CUS0007805,11.5,USD,WALLET,PAID,2018-11-29 22:45:05,TXN-000000045002,2018-11-29 21:59:05
PAY000045003,ff065ac4-d022-4e14-89aa-ff58f01f4365,CUS0003755,22.5,USD,CASH,PAID,2018-11-29 10:30:57,TXN-000000045003,2018-11-29 10:05:57
PAY000045004,aa26a742-928d-4c3b-93ae-0b76f7fcf47d,CUS0005875,16.0,USD,CARD,PAID,2018-12-02 10:21:58,TXN-000000045004,2018-12-02 09:42:58
PAY000045005,45a3f6e3-30de-418f-869a-0a40021bf6bc,CUS0000058,22.5,USD,CARD,PAID,2018-11-29 04:21:08,TXN-000000045005,2018-11-29 03:46:08
PAY000045006,f8a84bf0-fc9b-4f33-bd9e-c09c13f072bd,CUS0007101,10.5,USD,CASH,PAID,2018-11-26 21:53:10,TXN-000000045006,2018-11-26 20:35:10
PAY000045007,c326c578-ba22-4cb3-b40b-b70755b694a6,CUS0005249,16.5,USD,CARD,PAID,2018-11-27 02:55:23,TXN-000000045007,2018-11-27 02:01:23
PAY000045008,0c8522bb-413a-48f2-9212-a4dec842528a,CUS0003445,5.0,USD,CASH,PAID,2018-12-16 23:29:07,TXN-000000045008,2018-12-16 23:23:07
PAY000045009,5a5d22aa-aee0-419a-afbb-720e4d9e7752,CUS0008829,0.0,USD,CARD,CANCELLED,,TXN-000000045009,2018-12-01 22:12:59
PAY000045010,9c10bfa2-de28-4639-a6b0-135691b20d21,CUS0003023,0.0,USD,CARD,CANCELLED,,TXN-000000045010,2018-11-29 02:38:08
PAY000045011,040058d3-479c-4f58-aed1-37d513682dac,CUS0006713,22.5,USD,CARD,PAID,2018-12-16 22:27:08,TXN-000000045011,2018-12-16 21:37:08
PAY000045012,54054b50-f276-4fc0-a826-7de72c17165b,CUS0008086,7.0,USD,CASH,PAID,2018-12-03 16:55:03,TXN-000000045012,2018-12-03 15:42:03
PAY000045013,e4652af9-539a-4845-9388-775e5ee32f34,CUS0005919,34.0,USD,WALLET,PAID,2018-12-02 17:30:57,TXN-000000045013,2018-12-02 17:25:57
PAY000045014,11b43780-5840-4b24-a7b4-a410b278e829,CUS0004127,7.0,USD,CARD,PAID,2018-11-27 00:57:14,TXN-000000045014,2018-11-27 00:22:14
PAY000045015,16eb75f9-b7de-4653-9468-7e55c8b0001a,CUS0003326,7.0,USD,CARD,PAID,2018-12-17 20:59:05,TXN-000000045015,2018-12-17 19:38:05
PAY000045016,02ea2e92-f33b-4d52-ae30-c1a0bd64c29a,CUS0003250,34.0,USD,WALLET,PAID,2018-12-18 18:22:10,TXN-000000045016,2018-12-18 16:47:10
PAY000045017,f30d8c09-16e4-4ac6-87ff-09948b9aed7a,CUS0005474,0.0,USD,CARD,CANCELLED,,TXN-000000045017,2018-12-04 06:46:59
PAY000045018,dd44274c-8f89-45cd-a374-4c3551a8025a,CUS0000936,13.5,USD,WALLET,PAID,2018-12-13 06:29:11,TXN-000000045018,2018-12-13 06:11:11
PAY000045019,7d701f77-d6ce-42fc-930b-05e9a9d7c809,CUS0001461,16.0,USD,CARD,PAID,2018-12-13 23:52:11,TXN-000000045019,2018-12-13 22:13:11
PAY000045020,0dc9bb38-11c6-4736-add8-8de30b1d2c06,CUS0004089,7.0,USD,CASH,PAID,2018-12-15 16:09:09,TXN-000000045020,2018-12-15 15:12:09
PAY000045021,090f405e-503d-45ec-93fb-1eca21eeb607,CUS0003795,11.5,USD,CASH,PAID,2018-11-28 10:04:18,TXN-000000045021,2018-11-28 09:35:18
PAY000045022,5eee4d54-5d2a-4a56-92a1-a4000b29c798,CUS0006619,0.0,USD,CARD,CANCELLED,,TXN-000000045022,2018-11-29 03:11:21
PAY000045023,2b621bce-d42e-4f13-83d7-e35ffd0cd798,CUS0003354,9.0,USD,WALLET,PAID,2018-11-27 15:56:23,TXN-000000045023,2018-11-27 14:28:23
PAY000045024,0b043a28-c4eb-4cf5-8e3a-6f815af3d96e,CUS0008946,,USD,CARD,PENDING,,TXN-000000045024,2018-11-29 03:53:07
PAY000045025,8e207446-283d-4a61-822a-7eb6568f1201,CUS0007013,7.5,USD,CARD,PAID,2018-12-16 06:35:12,TXN-000000045025,2018-12-16 05:37:12
PAY000045026,7175d826-3de3-4a66-9a80-972baa3b3777,CUS0003780,9.0,USD,WALLET,PAID,2018-11-29 04:50:18,TXN-000000045026,2018-11-29 04:01:18
PAY000045027,fe0907c7-6499-4439-8bed-fbf838ea71e8,CUS0007515,17.0,USD,CARD,PAID,2018-12-03 02:39:02,TXN-000000045027,2018-12-03 02:36:02
PAY000045028,ddc4f3c2-cae4-4c74-8d47-1e7fecf8f10c,CUS0007109,43.0,USD,CARD,PAID,2018-12-17 23:24:15,TXN-000000045028,2018-12-17 21:56:15
PAY000045029,48d0486f-91de-4f9d-b69c-726d49d3e504,CUS0008419,11.5,USD,CARD,PAID,2018-12-13 15:15:12,TXN-000000045029,2018-12-13 15:11:12
PAY000045030,b4926d02-96e0-4957-a34a-9ba659e4a94c,CUS0000132,0.0,USD,CASH,CANCELLED,,TXN-000000045030,2018-12-16 21:35:06
PAY000045031,274a0c40-7e6c-4708-83c9-5936f8ba3b30,CUS0005801,7.5,USD,CARD,PAID,2018-11-27 16:14:21,TXN-000000045031,2018-11-27 14:23:21
PAY000045032,21e010dd-adb5-4df0-bfca-b8493e6d6d0c,CUS0004427,16.0,USD,CASH,PAID,2018-12-01 10:56:00,TXN-000000045032,2018-12-01 10:28:00
PAY000045033,99d58e06-3586-4a88-b73b-06112aeaa210,CUS0001330,7.0,USD,CARD,PAID,2018-12-14 13:26:08,TXN-000000045033,2018-12-14 12:25:08
PAY000045034,4fa2cb5b-1ba6-47d5-9f05-3fbac28f79d2,CUS0006049,,USD,CARD,PENDING,,TXN-000000045034,2018-11-29 13:29:01
PAY000045035,ebfa6864-a42d-4bd2-aee2-49a4006b874c,CUS0002503,11.0,USD,CARD,PAID,2018-11-28 10:45:25,TXN-000000045035,2018-11-28 10:14:25
PAY000045036,2492e7c9-d715-408b-a43d-6de6126fbd60,CUS0000812,7.0,USD,CARD,PAID,2018-12-18 18:50:05,TXN-000000045036,2018-12-18 17:47:05
PAY000045037,a71f6e96-9eeb-481c-86dc-ef2332ccf083,CUS0001968,10.5,USD,WALLET,PAID,2018-12-14 02:18:13,TXN-000000045037,2018-12-14 00:58:13
PAY000045038,c4bf2546-6b9e-4f51-bfca-36f55963554a,CUS0001004,34.0,USD,BANK_TRANSFER,PAID,2018-12-17 06:48:03,TXN-000000045038,2018-12-17 05:23:03
PAY000045039,8e458da1-9a2d-4fd0-9ced-2a747895b80e,CUS0002468,10.5,USD,CARD,PAID,2018-12-01 02:22:08,TXN-000000045039,2018-12-01 00:37:08
PAY000045040,f2bfd1d8-08d1-4f81-bf7d-95bac066bbd0,CUS0002832,0.0,USD,CARD,CANCELLED,,TXN-000000045040,2018-11-27 18:55:22
PAY000045041,51d83e61-5b4e-4f7a-ade8-7548b1268095,CUS0000655,23.5,USD,CARD,PAID,2018-12-01 12:05:03,TXN-000000045041,2018-12-01 10:45:03
PAY000045042,cfe7c116-ed85-4fdd-97ae-70e23d3f1a64,CUS0007285,3.0,USD,WALLET,PAID,2018-11-30 05:17:57,TXN-000000045042,2018-11-30 04:41:57
PAY000045043,a12ccf67-5c0b-4d0c-af7e-5433fe87acc7,CUS0004975,26.0,USD,CARD,PAID,2018-12-17 05:12:11,TXN-000000045043,2018-12-17 03:25:11
PAY000045044,b6e4b8b1-7077-4486-bc48-97ba04dc1849,CUS0003494,0.0,USD,CARD,CANCELLED,,TXN-000000045044,2018-12-14 12:29:12
PAY000045045,0880cb1f-2dc7-452c-9eba-87de7a644037,CUS0007985,7.0,USD,CASH,PAID,2018-11-30 03:22:00,TXN-000000045045,2018-11-30 01:39:00
PAY000045046,0b3e10d8-45a5-4438-b1aa-7a2306d52141,CUS0005991,27.5,USD,WALLET,PAID,2018-11-28 12:24:08,TXN-000000045046,2018-11-28 12:07:08
PAY000045047,2ec0603d-6061-4d46-ae96-c5c33ece4d6b,CUS0003739,6.5,USD,CASH,PAID,2018-12-15 22:36:12,TXN-000000045047,2018-12-15 20:58:12
PAY000045048,e053a677-3674-4d0d-80cf-509cde674017,CUS0007309,11.5,USD,CARD,PAID,2018-12-15 08:10:04,TXN-000000045048,2018-12-15 06:24:04
PAY000045049,5f1e4cf1-d436-4930-9d6b-d78558b51ede,CUS0008055,31.5,USD,CARD,PAID,2018-12-01 21:55:56,TXN-000000045049,2018-12-01 20:53:56
PAY000045050,c51502f2-91bb-4f32-9506-42741c1cc03b,CUS0006351,7.0,USD,CARD,PAID,2018-12-17 08:11:11,TXN-000000045050,2018-12-17 06:26:11
PAY000045051,abb5774d-9438-4868-ba5c-e3a65c41ab76,CUS0008082,,USD,CASH,PENDING,,TXN-000000045051,2018-11-27 23:46:23
PAY000045052,51b9c97d-5ee7-4bd9-98af-313ba213ca12,CUS0007470,0.0,USD,CARD,CANCELLED,,TXN-000000045052,2018-11-29 23:07:10
PAY000045053,0e8763bd-db94-44f1-8271-ed2c9ac664c4,CUS0004691,27.5,USD,CARD,PAID,2018-12-17 04:50:09,TXN-000000045053,2018-12-17 03:52:09
PAY000045054,75ea816f-6e55-465d-a08e-3a455da92fcd,CUS0005877,19.5,USD,CASH,PAID,2018-11-28 18:41:09,TXN-000000045054,2018-11-28 16:58:09
PAY000045055,6a416220-4bb5-4b13-95a6-3ffd490abb39,CUS0006341,22.5,USD,CARD,PAID,2018-12-16 08:21:10,TXN-000000045055,2018-12-16 07:52:10
PAY000045056,90625883-78af-4cf0-8760-eae00e04b821,CUS0004629,38.5,USD,CARD,PAID,2018-11-27 11:43:22,TXN-000000045056,2018-11-27 10:50:22
PAY000045057,8abe9e03-b50f-4635-bb55-1e3825626434,CUS0008147,5.0,USD,CARD,PAID,2018-11-30 13:54:00,TXN-000000045057,2018-11-30 12:13:00
PAY000045058,29816b94-2138-4d6a-8a7e-21b31be80ced,CUS0004381,,USD,CARD,PENDING,,TXN-000000045058,2018-11-28 09:59:33
PAY000045059,55feb256-f4cd-4591-8931-193f447416bc,CUS0002848,11.0,USD,CARD,PAID,2018-12-13 14:52:09,TXN-000000045059,2018-12-13 14:39:09
PAY000045060,0f6b6518-8c55-4555-aaca-1017ab3df003,CUS0000642,0.0,USD,CARD,CANCELLED,,TXN-000000045060,2018-12-15 08:13:13
PAY000045061,20114b6f-5a3f-4ff1-a4e8-cb8c79e4e98e,CUS0007071,0.0,USD,CASH,CANCELLED,,TXN-000000045061,2018-12-03 01:13:57
PAY000045062,8c598fe2-c402-4965-893b-1f798217e150,CUS0002867,9.5,USD,WALLET,PAID,2018-12-14 23:21:12,TXN-000000045062,2018-12-14 22:18:12
PAY000045063,c6eaa19c-f908-41a3-a03c-e70847961342,CUS0006220,5.0,USD,CASH,PAID,2018-12-17 14:35:04,TXN-000000045063,2018-12-17 14:08:04
PAY000045064,838d7c75-5dae-456f-8083-18b2de7a5480,CUS0008632,34.0,USD,CARD,PAID,2018-11-29 09:40:01,TXN-000000045064,2018-11-29 09:13:01
PAY000045065,5aba4edb-d91b-493d-a37f-83c713fc9256,CUS0008585,34.0,USD,CARD,PAID,2018-11-27 03:00:22,TXN-000000045065,2018-11-27 01:31:22
PAY000045066,959da189-4d89-4a44-8d7b-d2823c12bdb0,CUS0001829,0.0,USD,CARD,CANCELLED,,TXN-000000045066,2018-11-27 08:47:22
PAY000045067,b9dc1ff0-7100-4387-a4c7-b2d2f7249d48,CUS0008428,27.5,USD,CARD,PAID,2018-12-02 12:48:59,TXN-000000045067,2018-12-02 10:57:59
PAY000045068,3ac84d8b-ee2c-48d4-ad16-35ed8813ddaf,CUS0002360,,USD,WALLET,PENDING,,TXN-000000045068,2018-12-13 11:42:07
PAY000045069,b834a705-07a1-478b-a495-b48cacf676b6,CUS0000193,38.5,USD,CARD,PAID,2018-12-17 20:40:12,TXN-000000045069,2018-12-17 19:03:12
PAY000045070,0808efe2-fb8d-4db7-97be-dd2488338770,CUS0007995,0.0,USD,CASH,CANCELLED,,TXN-000000045070,2018-12-04 04:09:57
PAY000045071,804d92cc-9633-4f59-9e75-43aa284e794e,CUS0003292,,USD,CASH,PENDING,,TXN-000000045071,2018-12-18 19:03:11
PAY000045072,3efc8793-a3e3-4fd4-8d24-6f01302c94d4,CUS0005532,7.0,USD,CARD,PAID,2018-12-17 13:19:07,TXN-000000045072,2018-12-17 12:40:07
PAY000045073,0fa3a42f-9ec3-4242-80c5-02f987a2f0a5,CUS0001913,9.0,USD,WALLET,PAID,2018-12-02 19:46:03,TXN-000000045073,2018-12-02 18:54:03
PAY000045074,b12b50e7-20bf-49aa-9123-deaec4b2ce6d,CUS0008953,10.5,USD,CARD,PAID,2018-12-01 08:55:00,TXN-000000045074,2018-12-01 08:55:00
PAY000045075,3b92f4c5-7bf5-4864-8f1f-6a0e5eff8638,CUS0006018,13.0,USD,CARD,PAID,2018-11-29 03:29:08,TXN-000000045075,2018-11-29 02:45:08
PAY000045076,f16d31fc-ee26-4cd5-a59c-36fcb9041576,CUS0000918,,USD,CASH,PENDING,,TXN-000000045076,2018-12-14 13:28:10
PAY000045077,042e4450-d05a-4961-a8cd-779d543c55e1,CUS0007268,9.5,USD,CARD,PAID,2018-12-18 18:19:09,TXN-000000045077,2018-12-18 18:08:09
PAY000045078,83418d6d-07b9-4ab4-925b-dbd355edb950,CUS0002986,27.5,USD,CASH,PAID,2018-12-17 19:04:04,TXN-000000045078,2018-12-17 19:06:04
PAY000045079,e7af536b-c753-49e1-9ab2-ce89ae04921a,CUS0006983,15.0,USD,CASH,PAID,2018-11-27 04:16:22,TXN-000000045079,2018-11-27 03:12:22
PAY000045080,a5f667e7-a83e-4d40-97dd-a1ae2635f525,CUS0006363,29.5,USD,CARD,PAID,2018-11-27 17:12:22,TXN-000000045080,2018-11-27 16:23:22
PAY000045081,92525e74-c7b8-43df-a108-8d09cd0915e0,CUS0006079,42.5,USD,WALLET,PAID,2018-12-18 01:22:11,TXN-000000045081,2018-12-18 00:36:11
PAY000045082,14ee23d2-811a-4885-b256-13ba06dbece5,CUS0006686,7.0,USD,CASH,PAID,2018-12-13 21:13:10,TXN-000000045082,2018-12-13 20:18:10
PAY000045083,bf8959bd-befb-45b7-8fd5-66c00424b447,CUS0001887,21.5,USD,CARD,PAID,2018-11-26 18:11:11,TXN-000000045083,2018-11-26 16:17:11
PAY000045084,3526e743-8b59-4e9b-afb0-6726f38212d8,CUS0002930,,USD,CARD,PENDING,,TXN-000000045084,2018-11-28 14:59:08
PAY000045085,64c17f48-8903-4435-a801-adbd2fa43234,CUS0001924,10.5,USD,CASH,PAID,2018-11-27 21:06:26,TXN-000000045085,2018-11-27 19:54:26
PAY000045086,c226bc5b-d42e-4b99-98e9-d56cc2320591,CUS0003607,0.0,USD,WALLET,CANCELLED,,TXN-000000045086,2018-11-26 15:26:09
PAY000045087,8c46277e-4baf-4fae-81b7-179ead89fc95,CUS0008959,11.0,USD,CARD,PAID,2018-12-18 18:25:10,TXN-000000045087,2018-12-18 17:27:10
PAY000045088,d6ce104c-a25c-4f06-a3d6-fb23728f9e0b,CUS0002597,18.0,USD,CARD,PAID,2018-12-16 05:15:05,TXN-000000045088,2018-12-16 03:57:05
PAY000045089,304add69-e0e2-4b77-a164-992d88223129,CUS0001931,8.5,USD,CARD,PAID,2018-12-17 18:11:15,TXN-000000045089,2018-12-17 17:48:15
PAY000045090,a5fcd569-e681-4297-88e9-7aa26ae3b788,CUS0006368,0.0,USD,CARD,CANCELLED,,TXN-000000045090,2018-12-02 06:34:57
PAY000045091,0a406e05-0136-4de2-992e-1eba96dad954,CUS0004887,26.5,USD,CARD,PAID,2018-12-03 22:07:00,TXN-000000045091,2018-12-03 21:44:00
PAY000045092,ef461589-6c3e-4834-b9be-6767d389378b,CUS0000146,16.5,USD,CASH,PAID,2018-12-14 07:25:09,TXN-000000045092,2018-12-14 06:28:09
PAY000045093,e22f742d-b08b-4a22-bdfc-f2171eec4157,CUS0002035,29.5,USD,WALLET,PAID,2018-12-02 09:55:02,TXN-000000045093,2018-12-02 09:56:02
PAY000045094,a1bf8b24-17cc-4ee9-87fa-c75122b8af2d,CUS0007965,17.0,USD,CARD,PAID,2018-12-02 12:54:58,TXN-000000045094,2018-12-02 12:57:58
PAY000045095,ce31e012-6f9c-4517-819f-a012a57fe13e,CUS0007148,,USD,CARD,PENDING,,TXN-000000045095,2018-12-15 15:13:05
PAY000045096,34d1f148-9cff-48a9-ac3b-c3435d0d5dc0,CUS0006847,23.5,USD,CARD,PAID,2018-12-18 02:24:08,TXN-000000045096,2018-12-18 01:19:08
PAY000045097,0e8cd612-765a-4314-88f7-3b8aa45472d2,CUS0007915,8.0,USD,CASH,PAID,2018-11-26 16:56:10,TXN-000000045097,2018-11-26 16:22:10
PAY000045098,6c63d32c-9b14-49e9-a010-8c061603b930,CUS0002453,22.0,USD,CARD,PAID,2018-11-28 21:01:08,TXN-000000045098,2018-11-28 20:22:08
PAY000045099,b1469206-8b61-411d-8f47-6a4d2b659713,CUS0008355,9.0,USD,CASH,PAID,2018-11-27 13:51:24,TXN-000000045099,2018-11-27 12:55:24
PAY000045100,318c8669-22ca-4388-b614-f21ff1e0fe43,CUS0005893,15.0,USD,CARD,PAID,2018-12-02 22:53:02,TXN-000000045100,2018-12-02 21:10:02
PAY000045101,0bc7feae-98ee-4317-9ef7-6c07c76dcc21,CUS0005536,34.0,USD,WALLET,PAID,2018-11-29 19:22:09,TXN-000000045101,2018-11-29 19:19:09
PAY000045102,a76c25af-f305-434c-a168-1f42638da22b,CUS0007865,27.5,USD,CARD,PAID,2018-12-16 10:14:08,TXN-000000045102,2018-12-16 08:17:08
PAY000045103,f93a89f9-b720-4796-aa08-ef2b00096cb2,CUS0005885,16.0,USD,WALLET,PAID,2018-12-03 19:37:57,TXN-000000045103,2018-12-03 19:12:57
PAY000045104,314bc3de-1a43-48c7-933a-d5e627862055,CUS0002949,10.5,USD,CASH,PAID,2018-12-02 05:43:04,TXN-000000045104,2018-12-02 04:33:04
PAY000045105,2cd41cec-c22a-498a-90e2-73793686ecec,CUS0006556,9.5,USD,CARD,PAID,2018-11-29 05:25:08,TXN-000000045105,2018-11-29 04:34:08
PAY000045106,276d3f85-c932-4a87-a77d-8314e12a621d,CUS0003576,0.0,USD,CASH,CANCELLED,,TXN-000000045106,2018-11-27 01:32:21
PAY000045107,5e8d07a5-6d18-4134-82ab-db30bc8b41d5,CUS0005973,21.5,USD,CARD,PAID,2018-11-29 21:17:01,TXN-000000045107,2018-11-29 21:14:01
PAY000045108,92896668-b111-44f0-bf92-bb0023cfae9c,CUS0007243,8.5,USD,CARD,PAID,2018-12-17 22:17:05,TXN-000000045108,2018-12-17 20:41:05
PAY000045109,5de28677-9ca9-4683-afac-a879337260ec,CUS0005383,32.5,USD,CARD,PAID,2018-12-16 09:11:07,TXN-000000045109,2018-12-16 08:56:07
